,event_id,event_term,event_rate,event_amt,is_success_v,event_level_A,event_level_B,event_level_C,prev_count_A,prev_count_A_neg,prev_count_C,prev_count_C_neg,prev_count_D,prev_count_D_neg,prev_count_N,prev_count_N_neg,prev_count_P,prev_count_P_neg,gender,age,edu_bg,marriage_situ_cd,cust_no,prod_id_by_DT,real_prod_id,is_success,pred_label,pred_list,hit
0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1,35,4.0,10.0,F50033EE84BCE1C4EEFCD65817440D9C,P0001,P0001,1,2,['P0001'],1
1,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,35,3.0,10.0,E6F967B356258A69F24E84FD5749088C,P0001,P0001,1,2,['P0001'],1
2,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0,35,4.0,10.0,54D0F28332C244DB45E2686C48AD8F72,P0001,P0001,1,2,['P0001'],1
3,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,66.0,51.0,0.0,0.0,0.0,0.0,2.0,0.0,1,35,4.204527419287475,22.148731784086497,A972A453A4D72D056DD1644F81F59A61,P0001,P0001,1,2,['P0001'],1
4,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0,35,2.0,10.0,56586B3DCA8DC92BBA9E55E6724FC0DB,P0001,P0001,1,2,['P0001'],1
5,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,35,3.0,10.0,E942ACB04E464EBF8E6AC12108817352,P0001,P0001,1,2,['P0001'],1
6,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,35,0.0,10.0,14187D42E1F2B136A3538369F942B1A8,P0001,P0001,1,2,['P0001'],1
7,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1,35,4.204527419287475,22.148731784086497,D3046139DCF9A130953872D7C1518BE2,P0001,P0001,1,2,['P0001'],1
8,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1,35,4.204527419287475,22.148731784086497,A9F366349C13B88F29607CEDA2864924,P0001,P0001,1,2,['P0001'],1
9,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1,35,4.204527419287475,22.148731784086497,007C0B24E41C3B2F37192D197F8D6752,P0001,P0001,1,2,['P0001'],1
10,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1,35,4.204527419287475,22.148731784086497,D1D57742BB770F4611817F4635E89E27,P0001,P0001,1,2,['P0001'],1
11,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,35,3.0,20.0,4C46724C831F814643141CA494A33FDA,P0001,P0001,1,2,['P0001'],1
12,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,35,4.0,10.0,508129533AC44034165A428982C6150F,P0001,P0001,1,2,['P0001'],1
13,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,35,3.0,20.0,F982206A7D1713D89717CD611EF21F5D,P0001,P0001,1,2,['P0001'],1
14,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1,35,4.204527419287475,22.148731784086497,D464B63CC75CB75CC036FA06F22D06B7,P0001,P0001,1,2,['P0001'],1
15,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,35,3.0,20.0,F1FABE2DA5F6FBA6F85840DA11D2CFA3,P0001,N0002,1,2,['P0001'],0
16,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,35,3.0,20.0,F1FABE2DA5F6FBA6F85840DA11D2CFA3,P0001,P0001,1,2,['P0001'],1
17,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,35,4.204527419287475,22.148731784086497,D1E4CCC0E47C2A3B7508569F332B1571,P0001,P0001,1,2,['P0001'],1
18,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,35,4.204527419287475,22.148731784086497,94E1D0186F89A58C26B6561CB6004F1B,P0001,P0001,1,2,['P0001'],1
19,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,35,4.204527419287475,22.148731784086497,423BA48B756428E2FD9E8165FE902825,P0001,P0001,1,2,['P0001'],1
20,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0,35,4.204527419287475,22.148731784086497,B7B089C0256CC3D8EE1F852AD91D95F0,P0001,P0001,1,2,['P0001'],1
21,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,35,4.204527419287475,22.148731784086497,A6DAC53CE79DD8576FF51470A08468CA,P0001,P0001,1,2,['P0001'],1
22,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,35,4.204527419287475,22.148731784086497,0473DECB1E026D1F111B795722ECAB47,P0001,P0001,1,2,['P0001'],1
23,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,35,4.204527419287475,22.148731784086497,310DDE3EB5D03C77A56B79346435E1B8,P0001,P0001,1,2,['P0001'],1
24,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,35,4.204527419287475,22.148731784086497,8B03F9C71234E1BAEDDE531C490EDB08,P0001,P0001,1,2,['P0001'],1
25,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,35,4.204527419287475,22.148731784086497,3652C310D4D8D95EE4DFEFEFFE62627E,P0001,P0001,1,2,['P0001'],1
26,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,35,4.0,20.0,7B563EEED92EF41F1E464D65A8614053,P0001,P0001,1,2,['P0001'],1
27,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1,35,4.204527419287475,22.148731784086497,104E1ECC55B30E82343FD325222CE616,P0001,P0001,1,2,['P0001'],1
28,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,35,4.204527419287475,22.148731784086497,FE038A23C290D5CD12135283428F52E5,P0001,P0001,1,2,['P0001'],1
